id,username,msgtime,star,comment,effflag,storeid,segmented
659,Charlene Chiu,4 個月前,5,外觀很樸素很容易忽略，裡頭別有洞天，環境舒適，很適合上班過後好好吃個燒烤，談天休息。 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1735,外觀 很樸素 很 容易 忽略 ， 裡頭別 有 洞天 ， 環境 舒適 ， 很 適合 上班 過後好 好吃 個燒 烤 ， 談天 休息 。   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
660,HT Hsiao,4 個月前,5,,0,1735,
661,Leo Blue,4 個月前,5,食材調味恰到好處，烤串火候也精準，酥香不老，南蠻雞和炸生蠔多汁可口，環境舒適典雅，上餐速度也適中不慢，價格也正常不算高，推薦朋友的好去處 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1735,食材 調味 恰到 好 處 ， 烤串 火候 也 精準 ， 酥 香 不 老 ， 南蠻 雞 和 炸生 蠔 多汁 可口 ， 環境 舒適 典雅 ， 上餐 速度 也 適中 不慢 ， 價格 也 正常 不算 高 ， 推薦 朋友 的 好 去 處   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
662,Z H,4 個月前,5,營業時間比較晚的深夜好去處。  點菜完全無雷，南蠻炸雞近期吃到最優秀，南蠻醬汁能調得好真的會讓人對廚師味蕾感到很放心。  餐前會先送上一碗熱騰騰的雞白湯，可再加價續。  雞肉丸子個頭很大，軟骨口感和調味都好。烤櫛瓜厚度也是比別人多1.5倍，烤起來十分多汁。  店內氣氛很好，上餐快速，點太多沒吃完想打包也是欣然答應。 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1735,營業 時間 比 較 晚 的 深夜 好 去 處 。     點菜 完全 無雷 ， 南蠻 炸雞 近期 吃 到 最 優秀 ， 南蠻 醬 汁 能 調得 好 真的 會 讓 人 對 廚師 味蕾 感到 很 放心 。     餐前 會 先 送 上 一碗 熱騰騰 的 雞 白湯 ， 可 再 加價續 。     雞 肉丸子 個頭 很大 ， 軟骨 口感 和 調味 都 好 。 烤櫛瓜 厚度 也 是 比別 人 多 1.5 倍 ， 烤 起來 十分 多汁 。     店內 氣氛 很 好 ， 上餐 快速 ， 點太多 沒 吃 完想 打包 也 是 欣然 答應 。   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
663,Little Neter,4 個月前,3,日式風格的居酒屋，餐點味道不錯，但是以價位來說串烤份量偏少，單點品項算貴，有收服務費 綜合以上餐點口味跟環境算是蠻加分，其他就很普通。。 餐點：3/5  |  服務：3/5  |  氣氛：5/5,0,1735,日式 風格 的 居 酒屋 ， 餐點 味道 不錯 ， 但是 以價位 來 說 串 烤 份量 偏少 ， 單點品 項算貴 ， 有 收服 務費   綜合 以上 餐點 口味 跟 環境 算是 蠻加分 ， 其他 就 很 普通 。 。   餐點 ： 3 / 5     |     服務 ： 3 / 5     |     氣氛 ： 5 / 5
664,Chupi Chu,4 個月前,5,餐點精緻美味 餐點：5/5  |  服務：5/5  |  氣氛：5/5,1,1735,餐點 精 緻 美味   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
665,Taosan Wu,4 個月前,4,餐點：4/5  |  服務：4/5  |  氣氛：4/5,0,1735,餐點 ： 4 / 5     |     服務 ： 4 / 5     |     氣氛 ： 4 / 5
666,Deng Naixin,4 個月前,5,餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1735,餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
667,郭育霖,4 個月前,3,價位偏高，餐點也還算普通，沒特別驚艷，除了送餐以外，沒什麼服務，氣氛的話....剛好有一組在包廂的客人，非常大聲的吵鬧，也沒看到有人員勸導，綜合以上。 餐點：3/5  |  服務：3/5  |  氣氛：3/5,0,1735,價位 偏高 ， 餐點 也 還算 普通 ， 沒特別 驚艷 ， 除了 送餐 以外 ， 沒什麼 服務 ， 氣氛 的 話 .... 剛好 有 一組 在 包廂 的 客人 ， 非常 大聲 的 吵 鬧 ， 也 沒 看到 有人 員 勸導 ， 綜合 以上 。   餐點 ： 3 / 5     |     服務 ： 3 / 5     |     氣氛 ： 3 / 5
668,蕭安富,5 個月前,5,捷運善導寺車站，三四出口慢慢走過去大約15分鐘，因為外觀黑黑暗暗的低調風格，路過沒仔細看會錯過的，很有日本老房的味道，好像是宿舍改建的～  餐點整體水準不錯，正常居酒屋餐點都可點吃到～腳哈好好喝喔！ 建議的餐點 南蠻唐揚雞,0,1735,捷運善 導寺車 站 ， 三四 出口 慢慢 走過 去 大約 15 分鐘 ， 因為 外觀 黑黑 暗暗 的 低 調風格 ， 路過 沒 仔細 看會 錯過 的 ， 很 有 日本 老房 的 味道 ， 好像 是 宿舍 改建 的 ～     餐點 整體 水準 不錯 ， 正常 居酒 屋餐點 都 可點 吃 到 ～ 腳哈好 好喝 喔 ！   建議 的 餐點   南蠻 唐揚 雞
669,楊凱閔,5 個月前,5,,1,1735,
670,Carolyn Chang,5 個月前,4,服務親切、環境舒適自在不會太吵。餐點偏貴但好吃，點了南蠻唐揚雞、烏龍麵、酪梨莎莎豬肉捲都不錯。飲品在單杯酒類選項部分沒想像中多比較可惜。整體會想再回訪！ 建議的餐點 南蠻唐揚雞,0,1735,服務 親切 、 環境 舒適 自在 不會 太吵 。 餐點 偏貴 但 好吃 ， 點了 南蠻 唐揚 雞 、 烏龍 麵 、 酪梨莎莎 豬肉 捲 都 不錯 。 飲品 在 單 杯酒 類選項 部分 沒 想像中 多比較 可惜 。 整體 會 想 再 回訪 ！   建議 的 餐點   南蠻 唐揚 雞
671,Sweiwei Ch,5 個月前,5,食物美味，環境舒適，是一次美妙的用餐體驗。,0,1735,食物 美味 ， 環境 舒適 ， 是 一次 美妙 的 用餐 體驗 。
672,Campbell Kan,5 個月前,4,我喜歡它的氛圍和食物，坐落在日式小房子裡，讓你感覺就像在日本。食物準備得很好並且呈現得很好！,0,1735,我 喜歡 它 的 氛圍 和 食物 ， 坐落 在 日式 小 房子 裡 ， 讓 你 感覺 就 像 在 日本 。 食物 準備 得 很 好 並且 呈 現得 很 好 ！
673,Xevious Liang,5 個月前,4,餐點中規中矩，價格便宜，用餐環境佳。 餐點：3/5  |  服務：4/5  |  氣氛：5/5,0,1735,餐點 中 規中矩 ， 價格 便宜 ， 用餐 環境 佳 。   餐點 ： 3 / 5     |     服務 ： 4 / 5     |     氣氛 ： 5 / 5
674,KM,5 個月前,4,,0,1735,
675,M QQ,5 個月前,4,,0,1735,
676,Chang B.,5 個月前,4,這間店是在台大醫院附近，營業到深夜的居酒屋，進兩道門才會進入餐廳，附圖的影片是兩道門中間的空間，給人小庭院的感覺。餐點部分不錯吃，不過稍微貴一點，感覺CP值沒有很高，但居酒屋的價位本來就通常如此。酒類與其他餐點的菜單是分開的，附圖是菜單、主食、一些燒烤，主食有三種，加起司多30元，大小較一般為小，酒類可以點一杯或一瓶和他人分享。氣氛適合和朋友在此聊天，個人覺得居酒屋不是讓人吃飽的，比較適合當宵夜。 注意：有10%服務費、低消每人300元。 餐點：5/5  |  服務：4/5  |  氣氛：4/5,0,1735,這間 店 是 在 台大 醫院 附近 ， 營業 到 深夜 的 居 酒屋 ， 進兩道門 才 會 進入 餐廳 ， 附圖 的 影片 是 兩道門 中間 的 空間 ， 給人 小 庭院 的 感覺 。 餐點 部分 不錯 吃 ， 不過 稍微 貴一點 ， 感覺 CP 值 沒 有 很 高 ， 但居酒 屋 的 價位 本來 就 通常 如此 。 酒類 與 其他 餐點 的 菜 單是 分開 的 ， 附圖 是 菜 單 、 主食 、 一些 燒烤 ， 主食 有三種 ， 加起司 多 30 元 ， 大小 較 一般 為 小 ， 酒類 可以 點 一杯 或 一瓶 和 他人 分享 。 氣氛 適合 和 朋友 在 此 聊天 ， 個 人覺 得 居 酒屋 不是 讓 人 吃 飽 的 ， 比較 適合當 宵夜 。   注意 ： 有 10% 服務費 、 低消 每人 300 元 。   餐點 ： 5 / 5     |     服務 ： 4 / 5     |     氣氛 ： 4 / 5
677,HOW Mr.,5 個月前,4,價格是阻礙我經常光顧的重大障礙。室內座位擺設稍嫌擁擠。 餐點：5/5  |  服務：4/5  |  氣氛：5/5,0,1735,價格 是 阻礙 我 經常光顧 的 重大 障礙 。 室 內 座位 擺設 稍嫌 擁擠 。   餐點 ： 5 / 5     |     服務 ： 4 / 5     |     氣氛 ： 5 / 5
678,BlueMan 懶人質感生活,5 個月前,5,古色古香的小店 隱身在徐州路上的老宅 由台大老宿舍轉變的日式隱所  菜色充滿創意香氣 能品嘗到廚師細心於料理之上 店內座位並不多 聲音不會太吵剛剛好  今晚兩人消費$3000 單價不高不低剛剛好 吃得飽也吃的巧 下次一定會再來光臨  平日晚上門口好停 一堆路邊停車位 推薦踩點 建議的餐點 雞肉丸 午仔魚一夜干,0,1735,古色古香 的 小店   隱身 在 徐州 路上 的 老宅   由 台大 老 宿舍 轉變 的 日式 隱所     菜色 充滿 創意 香氣   能品 嘗到 廚師 細心 於 料理 之上   店內 座位 並不多   聲音 不會 太吵 剛剛 好     今晚 兩人 消費 $ 3000   單價 不高不低 剛剛 好   吃 得 飽 也 吃 的 巧   下次 一定 會 再 來 光臨     平日 晚上 門口 好 停   一堆 路邊 停車位   推薦 踩點   建議 的 餐點   雞 肉丸   午仔魚 一夜 干
679,John Chen,6 個月前,5,精緻好吃 每次來都不會失望的好店,0,1735,精 緻 好吃   每次 來 都 不會 失望 的 好 店
680,JOY Cho,6 個月前,4,服務讚 環境讚 好停車 酒精濃度好像都不高 小小貴 但不會趕人 總體來說蠻棒的 推 烏龍麵、雞肉串 建議的餐點 午仔魚一夜干,0,1735,服 務 讚   環 境 讚   好 停車   酒精 濃度 好像 都 不 高   小小 貴   但 不會 趕人   總體 來 說 蠻 棒 的   推   烏龍 麵 、 雞肉串   建議 的 餐點   午仔魚 一夜 干
681,Kevin Yang,6 個月前,5,位在徐州路上的居酒屋。食物相當美味，不論是串燒、炸物或烤物都相當出色；沒有刺身。特別推薦他們的綜合野菜天（180元）、墨魚香腸（150元）、烤櫛瓜（50元）。用餐環境乾淨舒適，燈光很有設計感，服務周到，氣氛悠閒。平日晚上生意不錯，建議提前訂位。價位是臺北市居酒屋行情，均消約1000元。整體而言用餐經驗極佳，是和朋友聚餐小酌的好選擇，值得二訪的居酒屋。  餐點：★★★★★ 擺盤：★★★★★ 份量：★★★★☆ 環境：★★★★★ 服務：★★★★☆ 訂位難度：★★☆☆☆ 性價比：★★★★☆,0,1735,位 在 徐州 路上 的 居 酒屋 。 食物 相當 美味 ， 不論 是 串燒 、 炸物 或 烤物 都 相當 出色 ； 沒有 刺身 。 特別 推薦 他們 的 綜合 野菜 天 （ 180 元 ） 、 墨魚 香腸 （ 150 元 ） 、 烤櫛瓜 （ 50 元 ） 。 用餐 環境 乾淨 舒適 ， 燈光 很 有 設計感 ， 服務 周到 ， 氣氛 悠閒 。 平日 晚上 生意 不錯 ， 建議 提前 訂位 。 價位 是 臺 北市 居酒 屋 行情 ， 均 消約 1000 元 。 整體 而言 用餐 經驗 極佳 ， 是 和 朋友 聚餐 小酌 的 好 選擇 ， 值得 二訪 的 居 酒屋 。     餐點 ： ★ ★ ★ ★ ★   擺盤 ： ★ ★ ★ ★ ★   份量 ： ★ ★ ★ ★ ☆   環境 ： ★ ★ ★ ★ ★   服務 ： ★ ★ ★ ★ ☆   訂位 難度 ： ★ ★ ☆ ☆ ☆   性價 比 ： ★ ★ ★ ★ ☆
682,Li H,6 個月前,5,食物氛圍都在線上，果然是璞園旗下 那ㄧ帶算是好吃的居酒屋， 店員很有禮貌，長的也很可愛  唯一要加強的點，裝生啤技術要加強 1000cc生啤的泡泡真的過多 等泡泡消化後剩下不到800cc,0,1735,食物 氛圍 都 在 線 上 ， 果然 是 璞園 旗下   那 ㄧ 帶 算是 好吃 的 居 酒屋 ，   店員 很 有 禮貌 ， 長 的 也 很 可 愛     唯一 要加 強的點 ， 裝生 啤技術 要 加強   1000cc 生 啤 的 泡泡 真的 過多   等 泡泡 消化 後 剩下 不到 800cc
683,Peggy Lin,6 個月前,4,口味很不錯，但上菜速度偏慢，用餐也有限時間，價格偏貴 建議的餐點 南蠻唐揚雞,0,1735,口味 很不錯 ， 但 上菜 速度 偏慢 ， 用餐 也 有限 時間 ， 價格 偏貴   建議 的 餐點   南蠻 唐揚 雞
684,karen hsieh,6 個月前,5,氣氛好，食物美味，適合與朋友聚餐聊天的好地方，上菜快速，服務親切，價格合理。海老紫蘇五花卷味道很特別好吃，芥末生章魚也很棒，每道菜都好吃，如果有甜點就更完美了。 建議的餐點 南蠻唐揚雞,0,1735,氣氛 好 ， 食物 美味 ， 適合 與 朋友 聚餐 聊天 的 好 地方 ， 上菜 快速 ， 服務 親切 ， 價格 合理 。 海老 紫蘇五 花卷 味道 很特別 好吃 ， 芥末 生章魚 也 很棒 ， 每道菜 都 好吃 ， 如果 有 甜點 就 更 完美 了 。   建議 的 餐點   南蠻 唐揚 雞
685,ball lin,7 個月前,5,當日是為了聚餐前往，烤物都非常好吃，味道不會太鹹，有保留食物的原味，所以吃完不會覺得很膩很負擔！用餐環境也幾乎沒有油煙味，很值得再訪～,0,1735,當日 是 為 了 聚餐 前往 ， 烤物 都 非常 好吃 ， 味道 不會 太 鹹 ， 有 保留 食物 的 原味 ， 所以 吃 完不會 覺得 很膩 很 負擔 ！ 用餐 環境 也 幾乎 沒有 油煙味 ， 很 值得 再訪 ～
686,Tommy Su,7 個月前,4,芥末生章魚好吃 肉/魚也都好吃 炒麵和蛤蜊湯爆炸慢 感覺就是被忘記了 蛤蜊湯問了好幾次 原本以為是第一個上的 結果變壓軸,0,1735,芥末 生章魚 好吃   肉 / 魚也 都 好吃   炒 麵 和 蛤蜊 湯 爆炸 慢   感覺 就是 被 忘記 了   蛤蜊 湯問 了 好 幾次   原本 以為 是 第一 個 上 的   結果 變壓軸
687,POHUN L,7 個月前,2,雖然已經過了一段時間，但因為實在是我好陣子沒遇過服務算差勁的餐廳所以還是留下感想。食物本身還不錯，但人員服務品質（包含入場接待和上菜等）都滿不ok的，缺乏專業訓練的樣子。本身已經不是什麼很要求的人，但評論區覺得他們服務好的內容真是令人一頭霧水。,0,1735,雖然 已 經過 了 一段 時間 ， 但 因為 實在 是 我 好 陣子 沒 遇過 服務算 差勁 的 餐廳 所以 還是 留下 感想 。 食物 本身 還不錯 ， 但人員 服務品 質 （ 包含 入場 接待 和 上菜 等 ） 都 滿 不 ok 的 ， 缺乏 專業 訓練 的 樣子 。 本身 已經 不是 什麼 很 要求 的 人 ， 但 評論區 覺得 他們 服務好 的 內容 真是 令人 一頭 霧 水 。
688,Tiddy,7 個月前,3,,0,1735,
689,Chiafen Tsai,7 個月前,4,還可以 餐點：4/5  |  服務：4/5  |  氣氛：4/5,1,1735,還 可以   餐點 ： 4 / 5     |     服務 ： 4 / 5     |     氣氛 ： 4 / 5
690,Chun Hsun Liao,7 個月前,5,小小的一家店但內容非常豐富 環境氛圍營造的很好，很有日式居酒屋的感覺 內部空間小但不至於擁擠  餐點很多元 有點的餐點幾乎都很好吃，沒有任何一個踩雷 咖哩牛舌飯令人驚艷 牛舌非常厚實 烏龍麵、南蠻雞、雞肉丸、炒水蓮都很好吃 酒品選項也十分多元 整體十分推薦  不過上餐速度確實偏慢一些 好像只有一位廚師的樣子？ 適合與朋友在空閒的時候來聊天 殺殺時間 蠻放鬆的很不錯 趕時間的話就比較不適合了  價格方面當然也不便宜 一份大約都2-300起跳 但整體還是滿值得的 記得事先預約 店開的比較晚也蠻不錯的 有機會會再訪！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 南蠻唐揚雞 松阪豬炒水蓮,1,1735,小小的 一家 店 但 內容 非常 豐富   環境 氛圍 營造 的 很 好 ， 很 有 日式 居酒 屋 的 感覺   內部 空間 小 但 不 至於 擁擠     餐點 很多 元   有點 的 餐點 幾乎 都 很 好吃 ， 沒有 任何 一個 踩 雷   咖哩 牛舌 飯 令人 驚艷   牛舌 非常 厚實   烏龍 麵 、 南蠻 雞 、 雞 肉丸 、 炒水蓮 都 很 好吃   酒品 選項 也 十分 多元   整體 十分 推薦     不過 上餐 速度 確實 偏慢 一些   好像 只有 一位 廚師 的 樣子 ？   適合 與 朋友 在 空閒 的 時候 來 聊天   殺 殺 時間   蠻 放 鬆 的 很 不 錯   趕時間 的 話 就 比 較 不 適合 了     價格 方面 當然 也 不 便宜   一份 大約 都 2 - 300 起跳   但 整體 還是 滿 值得 的   記得 事先 預約   店開 的 比 較 晚 也 蠻 不錯 的   有 機會會 再訪 ！   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5     建議 的 餐點   南蠻 唐揚 雞   松阪豬 炒 水蓮
691,Son森,7 個月前,4,餐點：4/5  |  服務：4/5  |  氣氛：4/5,0,1735,餐點 ： 4 / 5     |     服務 ： 4 / 5     |     氣氛 ： 4 / 5
692,LIN CINDY,7 個月前,4,,0,1735,
693,謝雅筑,8 個月前,4,大阪炒麵好吃、午仔魚份量大，明太子雞胸肉、雞腿肉很嫩！限時兩小時，不適合久坐聊天。,0,1735,大阪 炒 麵 好吃 、 午仔魚 份量 大 ， 明太子 雞 胸肉 、 雞 腿肉 很嫩 ！ 限時 兩小時 ， 不 適合 久坐 聊天 。
694,W L,8 個月前,4,餐點：3/5  |  服務：4/5  |  氣氛：4/5,1,1735,餐點 ： 3 / 5     |     服務 ： 4 / 5     |     氣氛 ： 4 / 5
695,Jennie Chang,8 個月前,4,,0,1735,
696,YC C,8 個月前,5,住在附近觀望這間好久了，今天終於來！環境乾淨、氣氛好，店員很酷有點距離，不過沒關係還是算友善，東西我覺得蠻好吃的呀～可能口味比起其他居酒屋清淡一些，所以才有其他感覺不滿的評論 推薦南蠻炸雞、海老五花捲 奶油烏龍麵不是我的菜，反推一個 店內選的紅茶梅酒太好喝了欸！好喝到忘記拍了，只能附上空空賞 建議的餐點 南蠻唐揚雞 雞肉丸,0,1735,住 在 附近 觀望 這間 好久 了 ， 今天 終於來 ！ 環境 乾淨 、 氣氛 好 ， 店員 很酷 有點 距離 ， 不過 沒關 係 還是 算 友善 ， 東西 我 覺得 蠻 好吃 的 呀 ～ 可能 口味 比起 其他 居酒 屋 清淡 一些 ， 所以 才 有 其他 感覺 不滿 的 評論   推薦 南蠻 炸雞 、 海老 五花 捲   奶油 烏龍 麵 不是 我 的 菜 ， 反推 一個   店內 選的紅 茶梅 酒太 好喝 了 欸 ！ 好喝 到 忘記 拍 了 ， 只能 附上 空空 賞   建議 的 餐點   南蠻 唐揚 雞   雞 肉丸
697,Heidy Tseng,8 個月前,4,東西好吃 但這樣的好吃在台北可以找到很多家 但這個價位卻和他的好吃不成正比 偏貴了～～～,0,1735,東西 好吃   但 這樣 的 好吃 在 台北 可以 找到 很多 家   但 這個 價位 卻 和 他 的 好吃 不 成正比   偏貴 了 ～ ～ ～
698,一驥王,8 個月前,5,餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1735,餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
699,Chung-Hsuan LAN,8 個月前,5,居酒屋提供美味的食物。,0,1735,居酒 屋 提供 美味 的 食物 。
700,D C,8 個月前,5,餐點都很精緻好吃，上菜雖然有點慢，但店員都很有禮貌。,0,1735,餐點 都 很 精 緻 好吃 ， 上菜 雖然 有 點慢 ， 但 店員 都 很 有 禮貌 。
