comment
好吃的本幫菜 勝過很多新開的上海餐館就是餐廳裝潢有點廉價感
經典上海菜，台北已經很稀有了。 菜色經典之外，服務也是經典。茶水、客製化點餐、餐後水果……，真的令人回味無窮。大推醃篤鮮湯品，讓奶奶的拿手美味經典重現。 餐點：5/5  |  服務：5/5  |  氣氛：4/5
口味還蠻不錯的，份量有點少就感覺價格偏高 餐點：2/5  |  服務：4/5  |  氣氛：3/5
美味小館位於林森南路61巷 林森南路靠近仁愛路的第一條巷子就是 這條巷子早期都是賣砂鍋料理的店家聚集的地方 美味小館也是其中之一 到現在老饕客依然還是會尋味來這吃 這次好友帶來這裡 點了砂鍋紅燒獅子頭 金沙蝦仁 椒鹽中卷 麻辣臭豆腐 苦盡甘來 炒地瓜葉 菜飯 這裡的砂鍋紅燒獅子頭 獅子頭入口軟綿 一咬即化 不會吃到粉粉的口感 口味很好 紅燒湯頭很溫和 烏醋只有加一點點提味 不會搶了白菜及獅子頭的風味 算得上是很棒的一道料理 金沙蝦仁口味可以 椒鹽中卷吃起來很像鹹酥雞攤賣的口味 這個做法就是臺菜真正的做法 苦盡甘來是一道苦瓜料理 苦瓜用梅醬 糖 應該有加一點甘草 燜煮 煮到入味 軟爛又不失其型 入口即化甘甜順口 也是一道好吃的料理 麻辣臭豆腐 口味不錯 地瓜葉就是一般炒青菜口味 比較清淡 菜飯粒粒分明 吃到飯香菜香 滿不錯的 有味大哥說這裡的砂鍋魚頭才是正真的招牌 需要預定 下次我會先預定一鍋 這裡推薦為口袋名單 可以來吃吃看 我給4.7顆星 餐點：5/5  |  服務：4/5  |  氣氛：4/5  建議的餐點 超大紅燒獅子頭 砂鍋魚頭
最近有推小資套餐～獅子頭美味，滑蛋蝦仁味道也超棒，再加一份青菜（2人吃超飽） 這次7/18去滑蛋蝦仁改成酥炸魚片，另外叫了宮保雞丁也不錯，老闆說套餐主菜下周改成糖醋雞丁，滿期待的 餐點：5/5  |  服務：5/5  |  氣氛：5/5
這是二訪的部分照片，初訪的時候覺得還不錯，點了一顆獅子頭4個人吃剛剛好，還可以一直加湯，裡面的粉絲很多吃了很飽足感，二訪的時候點了麻婆豆腐，但一點都沒有麻也沒有辣反而是酸酸的，本來以為是豆腐壞掉了，但發現是用醋來調味，怎麼會有酸酸的麻婆豆腐，好怪...點了一個吻仔魚烘蛋，但說真的，吃了半天真的都沒有看到吻仔魚耶！讓人不禁懷疑廚師是不是忘了加吻仔魚了？因為上次點了獅子頭，這次就想要點個砂鍋魚頭看看，但沒有想到砂鍋魚頭竟也不是想像中的味道，裡面竟然加了酸白菜？同行的友人一直懷疑是不是因為魚頭不新鮮所以加了白菜去蓋味道？上海菜的砂鍋魚頭是加酸白菜？真的是太鮮了...可能這是最後一訪了，不知道這是哪國的上海菜？ 餐點：2/5  |  服務：3/5  |  氣氛：3/5

餐點：5/5  |  服務：5/5  |  氣氛：3/5
意外發現小館搬到林森南路，砂鍋獅子頭一樣那麼好吃，真是感動 餐點：4/5  |  服務：4/5  |  氣氛：4/5
還好
餐點：3/5  |  服務：3/5  |  氣氛：3/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 砂鍋魚頭
餐點：3/5  |  服務：4/5  |  氣氛：4/5
餐點：4/5  |  服務：4/5  |  氣氛：4/5
每一道菜都好吃！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 老上海菜飯 大 超大紅燒獅子頭

最近我有幸受到朋友請客，來造訪了台北美味小館，這是一場令人難以忘懷的美食之旅。  首先，品嚐他們的招牌菜飯。一碗熱氣騰騰的飯裡，每一口都帶來豐富的口感和美味。這道菜飯以其獨特的調味料為基礎，每一口都散發出令人垂涎的香氣。米飯煮得剛好，口感軟糯，與其他食材完美融合，給人一種舒適的感覺。這碗菜飯絕對是餐廳的招牌之作，令人難以忘懷。  接下來，我嘗試了他們著名的小獅鍋，這是一道傳統的中式菜餚。獅子頭外皮金黃酥脆，內部則是鬆軟多汁的肉質。每一口咬下去，都能感受到肉汁在口腔中爆發出來的美味。獅子頭的調味料恰到好處，不會過於油膩，讓人能夠享受到純粹的肉香。這道菜讓我想起了家的味道，讓人感到溫暖和滿足。  接著，我嘗試了他們的麻辣臭豆腐。這是一道讓人愛恨交織的菜餚，因為它的味道相當獨特。臭豆腐本身有著濃郁的臭味，但餐廳的廚師巧妙地利用辣椒和其他調味料，使這道菜既具有辣味又帶有豐富的香氣。一旦品嚐這道麻辣臭豆腐，辣味和豆腐的滑嫩口感交織在一起，讓人難以忘懷。如果你喜歡挑戰新口味，這道菜絕對值得一試。 至於鳳梨蝦球，這道菜結合了甜酸口感和鮮嫩的蝦肉，帶來了一種令人驚艷的味覺享受。鳳梨的甜味和蝦球的鮮味完美結合，每一口都充滿了豐富的層次感。這道菜的外觀也非常吸引人，鳳梨的金黃色彩和蝦球的鮮紅色在碟子上形成了一道美麗的風景。  總結來說，台北美味小館給我留下了深刻的印象，如果你來到台北，不妨一試這家美味小館，讓你的味蕾沉浸在一場美食的盛宴中。 餐點：5/5  |  服務：4/5  |  氣氛：4/5  建議的餐點 超大紅燒獅子頭
這家店最喜歡的是這個獅子頭火鍋（大肉丸），本來以為肉丸會軟一點，但是很厚，不管怎樣，湯很好喝。 我們也吃了麻婆豆腐，但不辣，所以加了豫縣茄子，味道很濃很辣。 味道還不錯，但辣度少了一些，可能是介於台灣人和中國人之間。  我們主要點了著名的獅子頭火鍋（巨大的肉丸）。 我以為獅子頭會更“horohoro”，但它的質地卻出奇的黏稠。除此之外，這當然很美味，包括湯。 麻婆豆腐帶有淡淡的台灣風味，有點不盡人意，所以我加了一些魚香茄子，結果是一個很好的解決方案。 這是一道台灣風味的中餐，所以很好吃，但有點乏善可陳。 餐點：5/5  |  服務：5/5  |  氣氛：4/5
便宜，地點方便，適合學生聚餐的地方
非常大顆的獅子頭，口味清淡，兩人分食一顆份量比較剛好 因為獅子頭需要備料，建議事先跟餐廳預定喔！ 建議的餐點

公司聚餐  每道菜都超級好吃 17位同仁 零負評  個人比較喜歡 蒜苗臘肉 金莎中卷 口水雞 ??超級推薦  菜飯與獅子頭砂鍋 也如評價好吃  中午用餐人多 建議提要訂菜 到了上菜速度就能超快  推薦
東西好吃，推砂鍋魚頭

建議的餐點 老皮嫩肉 老上海菜飯 大 超大紅燒獅子頭 回鍋肉
老店畢竟是老店，菜品都能維持一定的水平。 餐點：4/5  |  服務：4/5  |  氣氛：3/5  建議的餐點 老皮嫩肉 蒜苗臘肉 魚頭砂鍋 獅子頭砂鍋
獅子頭一鍋，夠二人吃 好大一顆～～ 建議的餐點 超大紅燒獅子頭

懷念的好味道！獅子頭必吃！蒜苗臘肉鹹中帶甜好下飯！麻婆豆腐就很普通！下次要來吃魚頭啦！
品嚐一顆就飽了 餐點：5/5  |  服務：5/5  |  氣氛：4/5  建議的餐點 超大紅燒獅子頭
今天點了2380的合菜，適合5～6人食用，菜色有招牌獅子頭砂鍋、豆干肉絲、炒高麗菜、麻婆豆腐、三杯大腸茄子、鳳梨蝦球、橙汁雞塊、客家小炒等菜色，其中我個人最愛麻婆豆腐，很下飯，好吃，獅子頭因過於軟爛不合我個人口味，我比較喜歡有點咬勁的獅子頭，其他菜色也都還行，但偏甜，整體來說還不錯。 餐點：4/5  |  服務：4/5  |  氣氛：4/5  建議的餐點 客家小炒
餐點：4/5  |  服務：4/5  |  氣氛：3/5
餐點：5/5  |  服務：4/5  |  氣氛：4/5

餐點：5/5  |  服務：5/5  |  氣氛：5/5


台北美味小館是一家遠近馳名的餐廳，地點就位於知名的龍門客棧餃子館附近，歷經多次的分分合合，搬家又換位子，這次應該會比較長期的在丹陽街這邊開下去。 這邊的交通相當方便，幾乎路邊的停車格都可以停得到，附近也有很多大型的停車場，距離台大醫院捷運站，善導寺捷運站，還有東門站都不遠。 他的美食最出名的非獅子頭莫屬，超級驚人的大獅子頭，沒吃過的人都會被驚嚇到，在砂鍋裡面可以一直地加熱，而且可以加湯，幾乎一鍋就可以吃很久了。 他的其他菜色也很有水準，大家都可以點來吃吃看，他還有套餐的形式，你可以直接點套餐就不用傷腦筋要點什麼菜了。 另外，他是採取自助式的方式，熱茶，茶杯，還有其他餐具等等，都要自己拿，也不是什麼太麻煩的事。 要注意的是，他的空間實在不太大，大桌的大概只能放上四桌，所以如果要聚餐的話，尤其是晚上或是假日的時間都是人潮洶湧，所以一定要提早訂位，以免撲空。
3/31中午外帶一鍋沙鍋魚頭鍋，感覺湯頭都變了，ㄧ整個酸到不行胡椒味道也不夠，跟以前差很多，希望能改善。
比拳頭大的超巨獅子頭！  隱身在巷弄裡的外省菜結合臺菜餐廳，就算小群體聚會也很適合～  ??中獅子頭砂鍋（2顆） 本身熱愛吃獅子頭，一看到前所未見的驚人大小馬上決定去嚐嚐，實品上菜真的跟照片一樣超級大，是我此生看過最巨的獅子頭，4到5人分食2顆差不多，但一入口我們全員：「嗯？？？？」口感實在太奇特，表面有印象中獅子頭的肉感，但內裡整坨鬆軟到不行，有點像豆腐+發糕的口感，而且調味非常清淡，甚至比配料還沒味道，比較不符合我的口味，但如果想挑戰特別口感是可以一試。  不過砂鍋配料的部分很有誠意，一鍋裡有滿滿大白菜、番茄、豆腐、木耳、菇類，CP值很高！  ??京醬肉絲 比想像中更不重口味一點，芝麻提味蠻香的，整體表現中規中矩。  ??老上海菜飯 口感、調味也跟想像中不一樣，飯+菜偏硬，清淡不鹹香，配肉絲吃是還行。  ??金沙豆腐 本來要點很多網友推薦的老皮嫩肉，但店家說雞蛋豆腐沒了！推薦這道～結果這道是我們當天最喜歡的（笑），不是炸皮金沙作法，鹹蛋調在豆腐外層，可以吃到有口感的豆腐，又有濕潤的醬汁，是白飯小偷！  ??吻仔魚烘蛋 請直接看配圖?所謂烘蛋居然薄到以為是蔥油餅！裡面還真的吻仔魚超少，只吃得到蔥，這道超不推。  ??服務、用餐環境 餐廳翻修後乾淨、明亮、空間寬敞，不會要求多人滿滿擠在一桌很加分，服務人員也算客氣，不太會趕人，價位也實在，只可惜口味比較不符期待。
餐點：3/5  |  服務：3/5  |  氣氛：3/5  建議的餐點 老上海菜飯 大 回鍋肉
合菜算好吃，全部都是圓桌，至少要8人一起來才有氣氛。 餐點：4/5  |  服務：4/5  |  氣氛：3/5  建議的餐點 超大紅燒獅子頭
無異中發現好吃的家常美食，價格適中味道好！
比拳頭還大上三倍一鍋兩享受  第一次喝到這微酸帶辣的湯頭  真超級超級好喝開胃解酒皆宜  感謝老饕大神帶來老店解鎖啊  #Dinner #ChineseCuisine #TW

獅子頭不錯！
味道還不錯，但很有歷史感的建築加上傳統的經營方式，提升了整體感官。 餐點：4/5  |  服務：5/5  |  氣氛：5/5
不錯
砂鍋獅子頭湯頭極棒～推 老上海菜飯好吃 環境氣氛蠻溫馨
東西好吃！價錢適中！餐廳不大，可能需要要訂位，以免客滿！茶需要自己沖自己倒茶！ 建議的餐點 吻仔魚煎蛋
食物美味可口，服務態度好。 餐點：5/5  |  服務：5/5  |  氣氛：5/5
招牌獅子頭必點 又大又好吃還有很多料，湯也喝得出熬很久 菜飯泡湯很美味 三杯牛肉、老皮嫩肉也都推 炸魚片、杏鮑菇和時蔬偏普通 整體來說餐點平價好吃，適合多人聚餐 店內明亮氣氛佳價格不高 餐點：5/5  |  服務：4/5  |  氣氛：4/5  建議的餐點 老上海菜飯 大
每道菜都是美味，無庸置疑！ 只是，座位有限，請務必訂位。小資族也可以大快朵頤的地方。 餐點：5/5  |  服務：5/5  |  氣氛：4/5
大推那鍋紅燒獅子頭 還有老皮嫩肉！ 建議的餐點 老上海菜飯 大 超大紅燒獅子頭
招牌獅子頭必點，煨煮大量蔬菜，清爽不油膩。 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 老上海菜飯 大 超大紅燒獅子頭

兩個人點了小資餐加菜飯，份量很足
乾淨明亮，店家迎客招呼親切。家常口味，照片是小資餐，獅子頭超大，湯汁可續加，適合3-4人享用，菜飯$170或白飯$15另點。
味美~價實~
近年搬遷到離原店址十公尺旁的地方，新店燈光明亮、環境乾淨，第一次來訪的人會不知道這家是老牌名店。食物感覺也比以前精緻，肉類、蔬菜、特色菜味道都剛剛好，很下飯。  招牌菜是超大獅子頭，味道OK很飽實，一顆比棒球還大，所以除非人多，否則點一顆就飽了，千萬不要想著：「今天很餓，一人來一顆吧」這種事。  400元以上的都是三、四人份的菜，所以兩人點這種最後都可能要外帶。
除夕年前早早預訂了美味小館的年菜返鄉過節，因為魚頭砂鍋實在是太美味了，回台北後忍不住又再買了ㄧ鍋獅子頭砂鍋來解饞，從閣樓時期吃到現在的新址，台北美味小館的魚頭砂鍋始終是我們年夜飯的首選
「北平上園樓」民國43年創立，老字號餐廳至今已近70年，是美食家胡天蘭老師推薦的餐廳，也是許多饕客聚集的地方，菜色多達兩三百道，除了北方菜也有其他地方菜餚，值得一探究竟。  平日晚上幾乎客滿狀態，觀察了一下四周除了台灣人還有外國人，可見生意有多火爆，回台灣16年最想念北京的美食，我知道要在台灣找到相同的口味非常難，畢竟飲食習慣不同，今天在北平上園樓吃到滿意的北京烤鴨、宮保雞丁很滿足！ 餐點：4/5  |  服務：4/5  |  氣氛：4/5  建議的餐點 炒爆羊肉 宮保雞丁
中國北方傳統美食。工作人員在忙碌的時候確實會有點不知所措，所以要有耐心。火鍋所用的羊肉可能是我在台北吃過的最好吃的了。 餐點：5/5  |  服務：4/5  |  氣氛：5/5
餐點：1/5  |  服務：1/5  |  氣氛：1/5
餐點：1/5  |  服務：1/5  |  氣氛：1/5
東服務態度極差，問一下都不行，臉很臭，東西很普通，比大飯店還貴 餐點：1/5  |  服務：1/5  |  氣氛：1/5  停車位 很多停車位  附近的停車場 付費停車位
老北京的味道 氣氛佳 服務人員親切 餐點：5/5  |  服務：5/5  |  氣氛：5/5
炒工道地！ 餐點：4/5  |  服務：4/5  |  氣氛：3/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5
「打滷麵」算是在台灣很接近北京口味的大滷麵，滷子有金針、蝦米、筍片、紅蘿蔔片、蛋花、五花肉片，湯裡嚐得到蒜末和花椒油的香氣，麵條也筋道，吃著相當感動，滷子的湯不算太稠，容易澥（稀）掉，應該是為了符合台灣人喝湯的習慣，整體來說已經很驚艷了。  「炸丸子」乾香涮嘴，讓人一個接一個的停不下來，建議可以來一小碟“花椒鹽”搭配沾食，會更加出彩。  「炸醬麵」本來也就是店家的招牌麵點之一，炸醬都是師傅現點現炸，一份一份的各別費工處理，現在台灣很難找到如此的店家了。  特殊餐點：打滷麵 餐點：4/5  |  服務：4/5  |  氣氛：4/5
好吃實惠。 餐點：5/5  |  服務：5/5  |  氣氛：4/5
餐廳雖然有年紀但保持的很不錯 尤其廁所讓人很意外 怎麼這麼乾淨！ 服務人員都是阿姨等級的  生意很好 酸菜白肉鍋料多實在風味絕佳 涮肥羊或肥豬肉都很美味 燒餅 臭豆腐 豆沙鍋餅 捲餅樣樣無雷 再訪意願五顆星沒問題 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 三杯臭豆腐
餐點：5/5  |  服務：5/5  |  氣氛：5/5

實際評分：3.5/5.0 到訪日期：2023/09/24，晚上初訪 得知該店訊息：姐姐帶來的 位置： 。大眾運輸：捷運善導寺站約5分內路程 。隱密度：好找，林森南路上很容易找到 。停車：機車附近巷弄內可停，汽車青島東路上有停車格  餐點部分：三杯雞稍鹹了一些，湯的蛤蜊蠻大顆的，大部分點的菜色除了三杯雞以外其它都不會太鹹，油的口感也還不錯，不會油膩感太重  用餐環境：假日晚上到訪，略有人潮，中式大圓桌，傳統中式桌菜的店  餐點等待時間：5分鐘以內  態度：不錯  感想：整體來說，大部分的菜色不錯吃，但吃完之後會比較口渴就是  當日付款方式：姐姐請客  發票：有，忘了是電子還是收銀機的發票了 餐點：3/5  |  服務：4/5  |  氣氛：3/5
菜都好吃 烙餅 真是好吃 餐點：5/5  |  服務：5/5  |  氣氛：4/5
吃一個經驗 餐點：3/5  |  服務：3/5  |  氣氛：3/5

服務熱忱親切，餐點好吃 建議的餐點 小黃瓜小菜
北平烤鴨的做法是皮肉分離，皮脆肉軟，口感極佳，其他所點的每一道菜也都很好吃，下次想嚐嚐他們的火鍋，看起來很棒。 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 絲瓜蛤蜊 炒爆羊肉 宮保雞丁 小黃瓜小菜 蔥油餅
